strategy,condition,sigma,k,t,misclick,index,name,chapter,bankCount,cells,gradients,run_separation,min_step,unpinned_runs,analytic_margin,effective_margin,provably_ambiguous,success_rate,mean_wrong_cells,mean_guesses
reason,typical eye + fumbles,2,0,1.5,0.02,74,Castle,Landmarks,18,20,7,6.19,6.53,5,6.53,6.53,yes,0.0000,10.767,4.000
reason,typical eye + fumbles,2,0,1.5,0.02,75,Church,Landmarks,19,21,5,5.79,4.88,3,4.88,4.88,no,0.0000,12.983,4.667
reason,typical eye + fumbles,2,0,1.5,0.02,76,Skyline,Landmarks,22,29,6,7.26,4.75,0,4.75,4.75,no,0.1500,4.500,1.983
reason,typical eye + fumbles,2,0,1.5,0.02,77,Pyramid,Landmarks,19,24,4,11.21,6.47,0,6.47,6.47,no,0.0167,11.400,3.167
reason,typical eye + fumbles,2,0,1.5,0.02,78,Fountain,Landmarks,23,26,7,7.95,5.34,4,5.89,5.89,no,0.0000,12.533,3.317
reason,typical eye + fumbles,2,0,1.5,0.02,79,Aqueduct,Landmarks,23,28,7,8.64,5.64,0,5.64,5.64,no,0.4167,2.583,1.083
reason,typical eye + fumbles,2,0,1.5,0.02,80,Cathedral,Landmarks,21,29,6,10.19,6.72,1,6.72,6.72,no,0.1167,6.900,1.383
reason,typical eye + fumbles,2,0,1.5,0.02,81,Ferris,Landmarks,22,25,8,9.24,7.09,4,7.16,7.16,no,0.0500,15.233,4.400
reason,typical eye + fumbles,2,0,1.5,0.02,82,Temple,Landmarks,24,38,8,6.18,5.23,0,5.83,5.83,no,0.3833,2.867,1.600
reason,typical eye + fumbles,2,0,1.5,0.02,83,Observatory,Landmarks,22,26,6,8.88,5.97,2,5.97,5.97,no,0.0167,12.483,3.350
reason,typical eye + fumbles,2,0,1.5,0.02,84,Garden,Landmarks,22,26,7,8.28,4.64,3,4.64,4.64,no,0.0500,15.150,4.067
reason,typical eye + fumbles,2,0,1.5,0.02,85,Harbor,Landmarks,20,23,5,6.63,5.17,1,5.17,5.17,no,0.0000,14.250,4.217
reason,typical eye + fumbles,2,0,1.5,0.02,86,Waterfall,Landmarks,24,33,7,8.51,5.77,0,5.77,5.77,no,0.1000,6.600,2.333
reason,typical eye + fumbles,2,0,1.5,0.02,87,Trainyard,Landmarks,26,36,6,7.06,4.88,0,4.88,4.88,no,0.2333,3.717,2.633
reason,typical eye + fumbles,2,0,1.5,0.02,88,Cityscape,Landmarks,26,38,6,7.28,4.97,0,5.06,5.06,no,0.3833,3.467,2.000
reason,typical eye + fumbles,2,0,1.5,0.02,89,Cascade,Mastery,16,17,7,6.45,4.55,6,4.55,4.55,no,0.0333,9.350,4.233
reason,typical eye + fumbles,2,0,1.5,0.02,90,Circuit,Mastery,22,23,6,8.12,5.72,4,5.72,5.72,no,0.0000,16.300,4.633
reason,typical eye + fumbles,2,0,1.5,0.02,91,Loom,Mastery,27,33,6,7.57,5.27,0,5.27,5.27,no,0.0667,6.567,4.617
reason,typical eye + fumbles,2,0,1.5,0.02,92,Lattice,Mastery,27,43,7,7.27,4.49,0,4.49,4.49,no,0.0333,6.633,4.933
reason,typical eye + fumbles,2,0,1.5,0.02,93,Reactor,Mastery,28,40,8,4.12,4.36,0,4.36,4.36,no,0.1833,3.633,2.033
reason,typical eye + fumbles,2,0,1.5,0.02,94,Palace,Mastery,27,28,7,4.80,4.80,6,4.80,4.80,no,0.0000,19.183,6.333
reason,typical eye + fumbles,2,0,1.5,0.02,95,Carousel,Mastery,28,37,6,4.31,4.37,0,4.31,4.31,no,0.0167,7.717,3.850
reason,typical eye + fumbles,2,0,1.5,0.02,96,Organ,Mastery,28,35,7,4.87,4.69,0,4.69,4.69,no,0.0000,11.700,4.283
reason,typical eye + fumbles,2,0,1.5,0.02,97,Citadel,Mastery,29,31,8,4.74,4.68,6,4.68,4.68,no,0.0000,27.800,7.700
reason,typical eye + fumbles,2,0,1.5,0.02,98,Colossus,Mastery,29,42,10,4.35,4.40,2,4.40,4.40,no,0.1500,6.833,3.167
reason,typical eye + fumbles,2,0,1.5,0.02,99,Vault,Mastery,30,37,6,6.10,4.22,0,4.22,4.22,no,0.0167,6.450,3.950
reason,typical eye + fumbles,2,0,1.5,0.02,100,Mandala,Mastery,30,37,6,5.73,3.99,0,3.99,3.99,no,0.0000,12.250,8.933
